數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
15912d2e-b578-4f56-8ea1-6e5436177984,客運碼頭統計數據,客运码头统计数据, Estatísticas do Terminal Marítimo,,客運碼頭統計數據,客运码头统计数据, Estatísticas do Terminal Marítimo,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,海事及水務局,海事及水務局,DSAMA,,89882101,info@marine.gov.mo,https://api.data.gov.mo/document/download/15912d2e-b578-4f56-8ea1-6e5436177984?token=null&isNeedFile=0&lang=TC,每年,34,70,2023-02-28 11:46:26,2022-02-18 15:29:15
8bcddaac-6ec0-426e-95af-1f5dd8b033ed,CEPA貨物出口,CEPA货物出口,Exportação de mercadorias no âmbito do CEPA,,按年度方式，提供CEPA貨物出口貨物類別、貨值及豁免稅款統計資料,按年度方式，提供CEPA货物出口货物类别、货值及豁免税款统计资料,"Dados estatísticos de tipos de mercadorias exportadas no âmbito do CEPA, valor das exportações de mercadorias e de impostos isentos disponibilizados anualmente",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/8bcddaac-6ec0-426e-95af-1f5dd8b033ed?token=null&isNeedFile=0&lang=TC,每半年,56,70,2023-07-18 11:41:45,2020-10-30 12:04:12
8d86962d-9d38-4930-b787-291ce38fd3a6,退休及撫卹制度-在職會員-按退休工齡劃分,退休及抚恤制度-在职会员-按退休工龄划分,Regime de Aposentação e Sobrevivência – Subscritores no activo – Por anos de serviço prestados para efeitos de aposentação,,按退休工齡統計當年退休及撫卹制度中在職會員之人數,按退休工龄统计当年退休及抚恤制度中在职会员之人数,Estatística do número de subscritores no activo do Regime de Aposentação e Sobrevivência desse ano por anos de serviço prestados para efeitos de aposentação,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/8d86962d-9d38-4930-b787-291ce38fd3a6?token=null&isNeedFile=0&lang=TC,每年,38,70,2023-06-12 11:48:56,2020-10-14 12:29:59
997c6e81-24d7-41d9-919a-5edbda2d0fbb,海岸線長度,海岸线长度,Comprimento da orla costeira,,2018年後澳門特別行政區之海岸線長度統計數據，其中：2018年後之數據按第184/2018號行政長官批示核准之澳門特別行政區海岸線勘定，勘定時間基準為2017年7月1日。,2018年後澳门特别行政区之海岸线长度统计数据，其中：2018年後之数据按第184/2018号行政长官批示核准之澳门特别行政区海岸线勘定，勘定时间基准为2017年7月1日。,"A partir de 2018, dados estatísticos do comprimento da orla costeira da RAEM, nomeadamente conforme os dados após o ano 2018, a orla costeira da Região Administrativa Especial de Macau, aprovada por Despacho do Chefe do Executivo n.o 184/2018, com data de referência da prospecção e delimitação o dia 1 de Julho de 2017.",,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,XLSX,否,地圖繪製暨地籍局,地图绘制暨地籍局,Direcção dos Serviços de Cartografia e Cadastro,,(853) 2834 0040,mail@dscc.gov.mo,https://api.data.gov.mo/document/download/997c6e81-24d7-41d9-919a-5edbda2d0fbb?token=null&isNeedFile=0&lang=TC,每季,47,70,2020-06-18 15:08:23,2019-04-08 15:14:21
b1ac4673-f2ce-4188-94de-7891cdc24b13,狗糞收集點,狗粪收集点,Pontos de recolha de excrementos de cão,,提供各區狗糞收集點的使用及位置資訊。,提供各区狗粪收集点的使用及位置信息。,Informações disponíveis sobre o uso e a localização dos pontos de recolha de excrementos de cão de diversas zonas,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/b1ac4673-f2ce-4188-94de-7891cdc24b13?token=null&isNeedFile=0&lang=TC,每日,43,70,2023-09-21 10:00:02,2021-09-23 12:27:47
6b64c0f8-8b44-4fa7-9e9a-87bb7b06be5e,幸運博彩毛收入,幸运博彩毛收入,Receitas brutas dos jogos de fortuna ou azar,,幸運博彩場所在經營賭枱、博彩機等博彩活動所產生的總收益，未作稅項之扣除。,幸运博彩场所在经营赌枱、博彩机等博彩活动所产生的总收益，未作税项之扣除。,"Receitas totais resultantes das actividades do jogo, realizadas em mesas de jogo e nas máquinas de jogo dos estabelecimentos dos jogos de fortuna ou azar, sem dedução de impostos.",,旅遊及博彩   ,旅游及博彩   ,Turismo e Jogo   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/6b64c0f8-8b44-4fa7-9e9a-87bb7b06be5e?token=null&isNeedFile=0&lang=TC,每月,44,69,2023-09-04 17:22:56,2022-01-25 10:39:54
9179ac62-ddbc-413d-a74a-bbea8d4b0bdd,打擊非法入境(被移交法院人士),打击非法入境(被移交法院人士),Combate às actividades de imigração ilegal (Indivíduos Enviados a Tribunal),,被移交法院的非法入境人士,被移交法院的非法入境人士,Combate às actividades de imigração ilegal (Indivíduos Enviados a Tribunal),,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,中華人民共和國澳門特別行政區海關,中華人民共和國澳門特別行政區海關,SA,,28559944,info@customs.gov.mo,https://api.data.gov.mo/document/download/9179ac62-ddbc-413d-a74a-bbea8d4b0bdd?token=null&isNeedFile=0&lang=TC,按需要,19,69,2023-08-15 12:16:00,2021-07-26 17:47:01
43b1af2c-4610-4109-9bae-2eb312607b49,公積金制度-供款人-按年齡劃分,公积金制度-供款人-按年龄划分,Regime de Previdência-Contribuintes-Por idade,,按年齡統計當年公積金制度中供款人之人數,按年龄统计当年公积金制度中供款人之人数,Estatística do n.º de contribuintes do Regime de Previdência desse ano por idade,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/43b1af2c-4610-4109-9bae-2eb312607b49?token=null&isNeedFile=0&lang=TC,每年,76,68,2023-05-30 10:31:40,2020-10-14 12:19:12
513cba0e-684d-4cf1-bd3c-f8af1adb0392,無障礙公廁,无障碍公厕,Sanitários públicos sem barreiras ,,提供各區無障礙公廁的使用及位置資訊。,提供各区无障碍公厕的使用及位置信息。,Informações disponíveis sobre o uso e a localização dos sanitários públicos sem barreiras de diversas zonas,,旅遊及博彩   城市環境   ,旅游及博彩   城市环境   ,Turismo e Jogo   Ambiente Urbano   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/513cba0e-684d-4cf1-bd3c-f8af1adb0392?token=null&isNeedFile=0&lang=TC,每日,30,68,2023-09-21 10:00:04,2021-09-23 12:28:24
6b4376a4-d2d9-4117-be14-a4550d572014,對外商品貿易統計 – 出口,对外商品贸易统计 – 出口,Estatísticas do comércio externo de mercadorias - Exportação,,將任何貨物運離澳門特別行政區，但屬以暫時出口及轉運方式運離者除外。,"将任何货物运离澳门特别行政区，但属以暂时出口及转运方式运离者除外。
","A saída da RAEM de quaisquer mercadorias, com excepção das que saíam em regimes de exportação temporária e de trânsito.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/6b4376a4-d2d9-4117-be14-a4550d572014?token=null&isNeedFile=0&lang=TC,每月,54,68,2023-08-31 12:36:31,2019-06-28 15:13:12
acbc1c4d-3df8-4747-9ad1-5f2dbd02ebc7,退休及撫卹制度-收取退休金及撫卹金的人數-按平均年齡劃分,退休及抚恤制度-收取退休金及抚恤金的人数-按平均年龄划分,Regime de Aposentação e Sobrevivência – Número de beneficiários de pensões de aposentação e de sobrevivência – Por idade média,,根據平均年齡統計當年退休及撫卹制度中收取退休金或撫卹金的人數及份數,根据平均年龄统计当年退休及抚恤制度中收取退休金或抚恤金的人数及份数,"Estatística do número de beneficiários de pensão de aposentação ou de sobrevivência e do número de pensões recebidas do Regime de Aposentação e Sobrevivência desse ano, de acordo com a idade média",,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/acbc1c4d-3df8-4747-9ad1-5f2dbd02ebc7?token=null&isNeedFile=0&lang=TC,每年,40,68,2023-06-12 11:49:50,2020-10-14 12:28:37
cd5d99eb-fbf3-4271-b3da-6e520d388d21,青年創業援助計劃統計 - 申請概況,青年创业援助计划统计 - 申请概况,Estatística do “Plano de Apoio a Jovens Empreendedores” – Situação geral dos pedidos,,提供青年創業援助計劃年度申請及批准統計數據,提供青年创业援助计划年度申请及批准统计数据,Dados estatísticos anuais dos pedidos apresentados e dos pedidos aprovados pelo “Plano de Apoio a Jovens Empreendedores”,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/cd5d99eb-fbf3-4271-b3da-6e520d388d21?token=null&isNeedFile=0&lang=TC,每月,37,68,2023-09-05 16:20:54,2020-10-30 12:01:49
5d375a00-7c6a-4d73-860e-e275b51c4aa1,民航局回覆的立法會議員書面質詢,民航局回覆的立法会议员书面质询,Interpelações escritas feitas pela AACM,,民航局回覆的立法會議員書面質詢,民航局回覆的立法会议员书面质询,Interpelações escritas feitas pela AACM,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,民航局,民航局,Autoridade de Aviação Civil,,28511213,aacm@aacm.gov.mo,https://api.data.gov.mo/document/download/5d375a00-7c6a-4d73-860e-e275b51c4aa1?token=null&isNeedFile=0&lang=TC,每季,41,67,2023-07-04 14:53:43,2021-01-29 15:09:09
a825c247-a2e3-4449-aeac-de56a9e96ad2,澳門接受的航空器型別,澳门接受的航空器型别,Aeronaves e modelos aceitos em Macau,,已接受的航空器類型和型號清單,已接受的航空器类型和型号清单,Lista de Aeronaves e modelos aceitos,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,"XLS,XLSX",否,民航局,民航局,Autoridade de Aviação Civil,,(853) 28511213,aacm@aacm.gov.mo,https://api.data.gov.mo/document/download/a825c247-a2e3-4449-aeac-de56a9e96ad2?token=null&isNeedFile=0&lang=TC,每年,31,67,2023-07-27 15:08:04,2021-06-10 12:11:19
ded00496-4909-4fa8-8a8d-81dd75432e4f,對外商品貿易統計 – 進口,对外商品贸易统计 – 进口,Estatísticas do comércio cxterno de mercadorias - Importação,,將任何來自外地的貨物運入澳門特別行政區，但屬以再進口及轉運方式運入者除外。,将任何来自外地的货物运入澳门特别行政区，但属以再进口及转运方式运入者除外。,"A entrada na Região Administrativa Especial de Macau (RAEM) de quaisquer mercadorias provenientes do exterior, com excepção das que entrem em regimes de reimportação e de trânsito.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/ded00496-4909-4fa8-8a8d-81dd75432e4f?token=null&isNeedFile=0&lang=TC,每月,60,67,2023-08-31 12:36:29,2019-04-12 15:04:31
e2446582-70c4-495a-b81d-6f1984688d5a,澳門大學學生交流項目合作院校,澳门大学学生交流项目合作院校,Universidades parceiras no âmbito dos programas de intercâmbio de estudantes da Universidade de Macau,,澳大學生交流項目的合作院校列表。,澳大学生交流项目的合作院校列表。,Lista das universidades parceiras no âmbito dos programas de intercâmbio de estudantes da UM.,,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,澳門大學,澳門大學,UM,,（853） 8822 8833,info@um.edu.mo,https://api.data.gov.mo/document/download/e2446582-70c4-495a-b81d-6f1984688d5a?token=null&isNeedFile=0&lang=TC,每年,40,67,2022-10-28 15:29:11,2021-12-01 12:31:15
a3656732-ba67-4faa-8a1b-15a1b0b22520,社區醫療衛生 (其他)藥物監測概況,社区医疗卫生 (其他)药物监测概况,"Situação da farmacovigilância, na área de cuidados de saúde comunitários(outros) ",,社區醫療衛生 (其他)藥物監測概況,社区医疗卫生 (其他)药物监测概况,"Situação da farmacovigilância, na área de cuidados de saúde comunitários(outros) ",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/a3656732-ba67-4faa-8a1b-15a1b0b22520?token=null&isNeedFile=0&lang=TC,每年,95,66,2022-11-26 15:48:22,2019-11-13 09:54:22
fa5e526f-0734-40a7-b829-f9071f9bfd3c,社區醫療衛生 (其他)本澳藥物概況,社区医疗卫生 (其他)本澳药物概况,"Situação dos medicamentos em Macau na, área de cuidados de saúde comunitários(outros)",,社區醫療衛生 (其他)本澳藥物概況,社区医疗卫生 (其他)本澳药物概况,"Situação dos medicamentos em Macau na, área de cuidados de saúde comunitários(outros)",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/fa5e526f-0734-40a7-b829-f9071f9bfd3c?token=null&isNeedFile=0&lang=TC,每年,89,65,2022-11-26 15:48:21,2019-11-13 09:54:26
2c048b36-2532-4514-b37a-9c4784528081,澳門大學圖書館借書量,澳门大学图书馆借书量,Quantidade de livros emprestados da Biblioteca da Universidade de Macau,,澳門大學圖書館借閱數據。,澳门大学图书馆借阅数据。,Dados do empréstimo de livros da Biblioteca da Universidade de Macau.,,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,澳門大學,澳門大學,UM,,（853） 8822 8833,info@um.edu.mo,https://api.data.gov.mo/document/download/2c048b36-2532-4514-b37a-9c4784528081?token=null&isNeedFile=0&lang=TC,每年,44,64,2023-05-22 11:55:18,2021-12-01 14:53:49
4ff1b354-f227-48a5-8648-bed237a55381,季度社會保障制度養老金受領人數及金額(澳門元),季度社会保障制度养老金受领人数及金额(澳门元),Número de beneficiários e montante (em patacas) de recebimento da pensão para idosos do regime da segurança social por trimestre,,以季度方式提供在相關季度的期間內，養老金的受領人數及金額,以季度方式提供在相关季度的期间内，养老金的受领人数及金额,A prestação trimestral do número de beneficiários e montante de recebimento da pensão para idosos durante o respectivo trimestre,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/4ff1b354-f227-48a5-8648-bed237a55381?token=null&isNeedFile=0&lang=TC,每季,58,63,2023-07-20 17:03:25,2021-10-20 17:02:46
